src,dst,v1,v2,v3
316,334,3.0,5.0,1.0
316,789,4.0,1.0,1.0
316,938,8.0,96.0,1.0
317,30,6.0,487.0,1.0
317,306,1.0,24.0,1.0
317,421,1.0,48.0,1.0
317,563,3.0,42.0,1.0
317,606,2.0,18.0,1.0
317,742,8.0,457.0,1.0
317,763,5.0,567.0,1.0
318,150,4.0,1.0,1.0
318,236,6.0,139.0,1.0
318,503,1.0,2.0,1.0
318,584,2.0,4.0,1.0
318,726,5.0,4.0,1.0
319,22,5.0,11.0,1.0
319,37,2.0,4.0,1.0
319,107,10.0,154.0,1.0
319,178,2.0,3.0,1.0
319,766,3.0,1.0,1.0
319,904,8.0,132.0,1.0
319,962,4.0,6.0,1.0
320,278,8.0,52.0,1.0
320,308,4.0,4.0,1.0
320,724,3.0,8.0,1.0
320,779,3.0,2.0,1.0
320,820,5.0,1.0,1.0
320,966,8.0,56.0,1.0
320,1009,10.0,94.0,1.0
321,29,2.0,17.0,1.0
321,375,5.0,211.0,1.0
321,612,8.0,329.0,1.0
321,630,3.0,15.0,1.0
321,676,2.0,7.0,1.0
321,753,4.0,15.0,1.0
322,194,5.0,57.0,1.0
322,507,3.0,4.0,1.0
322,557,2.0,7.0,1.0
322,621,5.0,5.0,1.0
322,905,2.0,7.0,1.0
323,36,2.0,1.0,1.0
323,68,8.0,114.0,1.0
323,669,1.0,2.0,1.0
323,1012,4.0,2.0,1.0
324,33,1.0,12.0,1.0
324,75,2.0,24.0,1.0
324,154,4.0,12.0,1.0
324,246,9.0,646.0,1.0
324,696,5.0,24.0,1.0
324,972,9.0,436.0,1.0
325,172,4.0,48.0,1.0
325,190,10.0,596.0,1.0
325,205,5.0,30.0,1.0
325,568,2.0,24.0,1.0
325,613,6.0,523.0,1.0
325,801,3.0,60.0,1.0
326,141,4.0,10.0,1.0
326,258,3.0,15.0,1.0
326,386,6.0,133.0,1.0
326,762,5.0,477.0,1.0
326,778,2.0,8.0,1.0
326,816,5.0,11.0,1.0
327,97,3.0,3.0,1.0
327,201,9.0,252.0,1.0
327,484,2.0,2.0,1.0
327,645,3.0,8.0,1.0
327,815,5.0,8.0,1.0
328,72,5.0,3.0,1.0
328,104,2.0,1.0,1.0
328,429,7.0,206.0,1.0
328,517,7.0,79.0,1.0
328,662,1.0,5.0,1.0
328,719,2.0,6.0,1.0
329,342,5.0,38.0,1.0
329,382,3.0,3.0,1.0
329,526,7.0,21.0,1.0
329,591,3.0,1.0,1.0
329,831,4.0,3.0,1.0
329,876,2.0,3.0,1.0
330,105,5.0,155.0,1.0
330,120,1.0,15.0,1.0
330,291,2.0,7.0,1.0
330,498,3.0,6.0,1.0
330,851,10.0,152.0,1.0
330,867,4.0,9.0,1.0
330,976,9.0,358.0,1.0
331,209,4.0,30.0,1.0
331,580,1.0,54.0,1.0
331,605,5.0,60.0,1.0
331,664,2.0,48.0,1.0
331,997,8.0,481.0,1.0
332,23,2.0,1.0,1.0
332,267,4.0,2.0,1.0
332,544,5.0,1.0,1.0
332,598,2.0,2.0,1.0
332,940,6.0,98.0,1.0
333,143,3.0,3.0,1.0
333,207,3.0,3.0,1.0
333,218,5.0,0.0,1.0
333,349,1.0,2.0,1.0
333,765,7.0,27.0,1.0
333,855,5.0,148.0,1.0
333,960,6.0,52.0,1.0
334,316,3.0,5.0,1.0
334,423,1.0,7.0,1.0
334,687,2.0,9.0,1.0
334,702,9.0,199.0,1.0
334,824,4.0,2.0,1.0
335,142,4.0,1.0,1.0
335,153,1.0,1.0,1.0
335,274,3.0,4.0,1.0
335,546,6.0,239.0,1.0
335,604,8.0,185.0,1.0
335,936,3.0,2.0,1.0
336,120,8.0,158.0,1.0
336,269,4.0,1.0,1.0
336,294,2.0,1.0,1.0
336,574,5.0,10.0,1.0
336,829,6.0,429.0,1.0
336,851,3.0,13.0,1.0
337,254,3.0,3.0,1.0
337,397,3.0,2.0,1.0
337,404,7.0,22.0,1.0
337,462,7.0,20.0,1.0
337,588,5.0,40.0,1.0
338,177,3.0,5.0,1.0
338,227,4.0,6.0,1.0
338,356,7.0,176.0,1.0
338,389,4.0,6.0,1.0
338,560,4.0,5.0,1.0
339,184,2.0,6.0,1.0
339,208,3.0,6.0,1.0
339,472,8.0,167.0,1.0
339,594,3.0,6.0,1.0
339,679,5.0,2.0,1.0
339,789,9.0,307.0,1.0
340,616,7.0,26.0,1.0
340,622,5.0,126.0,1.0
340,752,1.0,1.0,1.0
340,756,4.0,3.0,1.0
340,958,10.0,19.0,1.0
340,977,8.0,39.0,1.0
341,124,6.0,295.0,1.0
341,160,1.0,10.0,1.0
341,164,9.0,211.0,1.0
341,602,5.0,5.0,1.0
341,834,4.0,2.0,1.0
341,988,4.0,3.0,1.0
342,238,7.0,45.0,1.0
342,329,5.0,38.0,1.0
342,525,3.0,3.0,1.0
342,757,5.0,73.0,1.0
342,956,1.0,3.0,1.0
343,116,1.0,2.0,1.0
343,136,4.0,2.0,1.0
343,245,1.0,1.0,1.0
343,419,10.0,199.0,1.0
343,708,9.0,321.0,1.0
343,736,8.0,341.0,1.0
343,807,4.0,4.0,1.0
344,120,9.0,131.0,1.0
344,159,5.0,9.0,1.0
344,197,1.0,13.0,1.0
344,213,5.0,143.0,1.0
344,418,7.0,103.0,1.0
344,583,3.0,13.0,1.0
344,700,2.0,13.0,1.0
345,146,2.0,6.0,1.0
345,169,1.0,1.0,1.0
345,547,5.0,123.0,1.0
345,744,5.0,1.0,1.0
345,770,3.0,3.0,1.0
345,995,9.0,96.0,1.0
346,88,4.0,9.0,1.0
346,179,1.0,4.0,1.0
346,433,3.0,8.0,1.0
346,614,2.0,3.0,1.0
346,732,9.0,178.0,1.0
347,52,2.0,48.0,1.0
347,101,1.0,48.0,1.0
347,174,7.0,238.0,1.0
347,243,5.0,12.0,1.0
347,260,4.0,30.0,1.0
347,392,10.0,407.0,1.0
348,84,3.0,7.0,1.0
348,229,6.0,128.0,1.0
348,250,4.0,9.0,1.0
348,366,5.0,5.0,1.0
348,460,10.0,183.0,1.0
348,679,7.0,72.0,1.0
348,824,4.0,3.0,1.0
349,333,1.0,2.0,1.0
349,405,3.0,2.0,1.0
349,508,7.0,196.0,1.0
349,989,4.0,1.0,1.0
350,65,10.0,54.0,1.0
350,228,4.0,0.0,1.0
350,422,1.0,2.0,1.0
350,474,8.0,95.0,1.0
350,561,1.0,1.0,1.0
350,989,4.0,2.0,1.0
351,109,4.0,3.0,1.0
351,167,9.0,59.0,1.0
351,277,2.0,3.0,1.0
351,597,3.0,2.0,1.0
351,610,2.0,4.0,1.0
351,735,5.0,80.0,1.0
352,299,4.0,10.0,1.0
352,303,5.0,249.0,1.0
352,418,3.0,7.0,1.0
352,502,5.0,149.0,1.0
352,545,1.0,10.0,1.0
352,844,3.0,7.0,1.0
353,432,3.0,16.0,1.0
353,513,10.0,482.0,1.0
353,554,1.0,7.0,1.0
353,816,5.0,235.0,1.0
353,950,2.0,15.0,1.0
353,1010,5.0,10.0,1.0
354,153,4.0,1.0,1.0
354,249,5.0,3.0,1.0
354,449,3.0,2.0,1.0
354,604,1.0,2.0,1.0
354,673,7.0,269.0,1.0
354,995,9.0,220.0,1.0
355,203,5.0,39.0,1.0
355,395,3.0,2.0,1.0
355,482,3.0,4.0,1.0
355,523,1.0,1.0,1.0
356,169,1.0,4.0,1.0
356,274,5.0,2.0,1.0
356,338,7.0,176.0,1.0
356,449,3.0,2.0,1.0
356,458,6.0,215.0,1.0
356,546,1.0,2.0,1.0
356,915,9.0,247.0,1.0
357,133,2.0,18.0,1.0
357,246,4.0,48.0,1.0
357,485,2.0,12.0,1.0
357,691,4.0,42.0,1.0
357,763,8.0,712.0,1.0
357,891,9.0,458.0,1.0
358,61,4.0,5.0,1.0
358,484,7.0,238.0,1.0
358,513,1.0,3.0,1.0
358,773,1.0,8.0,1.0
359,273,1.0,1.0,1.0
359,425,5.0,64.0,1.0
359,512,2.0,1.0,1.0
359,590,4.0,6.0,1.0
359,882,1.0,6.0,1.0
359,986,8.0,111.0,1.0
360,69,4.0,4.0,1.0
360,117,6.0,236.0,1.0
360,368,2.0,4.0,1.0
360,480,1.0,4.0,1.0
360,915,1.0,4.0,1.0
361,20,5.0,2.0,1.0
361,566,4.0,1.0,1.0
361,930,9.0,37.0,1.0
361,959,3.0,0.0,1.0
362,138,4.0,18.0,1.0
362,161,4.0,6.0,1.0
362,196,3.0,4.0,1.0
362,375,3.0,11.0,1.0
362,549,5.0,131.0,1.0
362,676,7.0,166.0,1.0
362,874,9.0,123.0,1.0
363,115,6.0,101.0,1.0
363,221,6.0,77.0,1.0
363,255,2.0,1.0,1.0
363,381,2.0,5.0,1.0
363,425,2.0,6.0,1.0
363,550,5.0,6.0,1.0
364,112,1.0,42.0,1.0
364,209,2.0,60.0,1.0
364,585,3.0,30.0,1.0
364,634,9.0,413.0,1.0
364,781,5.0,48.0,1.0
364,787,7.0,505.0,1.0
365,125,3.0,24.0,1.0
365,394,4.0,12.0,1.0
365,396,7.0,625.0,1.0
365,522,3.0,30.0,1.0
365,812,3.0,18.0,1.0
366,237,5.0,1.0,1.0
366,348,5.0,5.0,1.0
366,643,1.0,10.0,1.0
366,702,10.0,51.0,1.0
366,866,3.0,7.0,1.0
367,208,9.0,103.0,1.0
367,679,3.0,2.0,1.0
367,710,7.0,91.0,1.0
367,789,4.0,1.0,1.0
367,838,6.0,155.0,1.0
367,933,4.0,9.0,1.0
368,360,2.0,4.0,1.0
368,449,5.0,220.0,1.0
368,466,5.0,147.0,1.0
368,480,4.0,2.0,1.0
368,547,1.0,2.0,1.0
368,770,4.0,1.0,1.0
368,915,7.0,296.0,1.0
369,95,5.0,18.0,1.0
369,243,1.0,54.0,1.0
369,311,3.0,48.0,1.0
369,686,3.0,24.0,1.0
369,729,6.0,310.0,1.0
369,812,5.0,399.0,1.0
370,291,5.0,7.0,1.0
370,435,4.0,6.0,1.0
370,693,5.0,13.0,1.0
370,706,9.0,191.0,1.0
370,873,5.0,15.0,1.0
370,996,7.0,227.0,1.0
371,258,2.0,7.0,1.0
371,427,5.0,15.0,1.0
371,448,5.0,261.0,1.0
371,694,4.0,16.0,1.0
371,845,5.0,3.0,1.0
371,969,7.0,309.0,1.0
372,99,1.0,60.0,1.0
372,307,4.0,24.0,1.0
372,522,3.0,30.0,1.0
372,653,8.0,273.0,1.0
372,813,1.0,6.0,1.0
373,94,1.0,1.0,1.0
373,415,2.0,11.0,1.0
373,515,5.0,5.0,1.0
373,644,8.0,76.0,1.0
373,975,5.0,137.0,1.0
373,987,1.0,5.0,1.0
374,173,3.0,2.0,1.0
374,513,5.0,8.0,1.0
374,556,4.0,15.0,1.0
374,772,5.0,11.0,1.0
374,808,10.0,269.0,1.0
374,1004,5.0,162.0,1.0
375,29,4.0,4.0,1.0
375,321,5.0,211.0,1.0
375,362,3.0,11.0,1.0
375,446,8.0,281.0,1.0
375,481,2.0,18.0,1.0
375,958,8.0,98.0,1.0
375,994,2.0,15.0,1.0
376,559,8.0,91.0,1.0
376,837,3.0,9.0,1.0
376,975,1.0,5.0,1.0
376,987,5.0,91.0,1.0
377,149,4.0,1.0,1.0
377,259,5.0,5.0,1.0
377,263,6.0,53.0,1.0
377,627,7.0,55.0,1.0
377,881,4.0,5.0,1.0
378,379,5.0,574.0,1.0
378,528,4.0,24.0,1.0
378,606,9.0,385.0,1.0
378,678,4.0,42.0,1.0
378,721,9.0,508.0,1.0
378,791,1.0,24.0,1.0
378,805,1.0,36.0,1.0
379,210,1.0,48.0,1.0
379,378,5.0,574.0,1.0
379,522,4.0,54.0,1.0
379,666,9.0,319.0,1.0
379,678,5.0,18.0,1.0
379,707,5.0,30.0,1.0
380,106,4.0,5.0,1.0
380,175,8.0,84.0,1.0
380,194,2.0,4.0,1.0
380,219,2.0,7.0,1.0
380,262,4.0,2.0,1.0
380,523,9.0,17.0,1.0
380,964,9.0,171.0,1.0
381,193,7.0,129.0,1.0
381,363,2.0,5.0,1.0
381,512,7.0,183.0,1.0
381,517,5.0,3.0,1.0
381,690,2.0,5.0,1.0
381,986,4.0,6.0,1.0
382,130,7.0,84.0,1.0
382,198,3.0,3.0,1.0
382,329,3.0,3.0,1.0
382,831,2.0,0.0,1.0
383,622,1.0,4.0,1.0
383,756,1.0,2.0,1.0
383,977,8.0,30.0,1.0
384,51,3.0,48.0,1.0
384,485,5.0,319.0,1.0
384,577,2.0,24.0,1.0
384,862,1.0,42.0,1.0
384,952,3.0,42.0,1.0
384,992,5.0,581.0,1.0
385,53,5.0,48.0,1.0
385,511,10.0,429.0,1.0
385,638,1.0,42.0,1.0
385,714,4.0,24.0,1.0
385,813,6.0,378.0,1.0
385,835,3.0,12.0,1.0
386,289,1.0,7.0,1.0
386,326,6.0,133.0,1.0
386,439,5.0,7.0,1.0
386,677,1.0,7.0,1.0
386,795,1.0,15.0,1.0
387,257,4.0,2.0,1.0
387,288,7.0,125.0,1.0
387,466,1.0,2.0,1.0
387,661,5.0,1.0,1.0
387,785,1.0,2.0,1.0
388,447,4.0,15.0,1.0
388,607,3.0,10.0,1.0
388,784,3.0,13.0,1.0
388,867,2.0,4.0,1.0
388,944,10.0,270.0,1.0
388,976,5.0,259.0,1.0
389,166,5.0,4.0,1.0
389,189,9.0,86.0,1.0
389,249,3.0,2.0,1.0
389,338,4.0,6.0,1.0
389,547,2.0,4.0,1.0
389,604,9.0,208.0,1.0
389,753,7.0,20.0,1.0
390,195,5.0,42.0,1.0
390,307,5.0,523.0,1.0
390,664,8.0,402.0,1.0
390,797,4.0,6.0,1.0
390,817,3.0,60.0,1.0
390,1005,5.0,42.0,1.0
391,236,5.0,0.0,1.0
391,287,7.0,14.0,1.0
391,442,5.0,92.0,1.0
391,516,4.0,1.0,1.0
391,592,4.0,2.0,1.0
391,819,5.0,27.0,1.0
392,56,3.0,24.0,1.0
392,347,10.0,407.0,1.0
392,500,3.0,54.0,1.0
392,575,5.0,18.0,1.0
392,576,3.0,60.0,1.0
392,580,7.0,726.0,1.0
392,858,7.0,421.0,1.0
393,26,3.0,42.0,1.0
393,580,3.0,42.0,1.0
393,721,8.0,385.0,1.0
393,918,3.0,18.0,1.0
393,949,5.0,18.0,1.0
394,93,3.0,42.0,1.0
394,246,6.0,516.0,1.0
394,276,3.0,36.0,1.0
394,365,4.0,12.0,1.0
394,717,1.0,30.0,1.0
395,355,3.0,2.0,1.0
395,482,3.0,1.0,1.0
395,521,9.0,46.0,1.0
395,704,2.0,0.0,1.0
395,818,6.0,56.0,1.0
395,899,5.0,3.0,1.0
396,101,3.0,30.0,1.0
396,127,6.0,475.0,1.0
396,365,7.0,625.0,1.0
396,528,2.0,24.0,1.0
396,709,2.0,54.0,1.0
396,713,9.0,300.0,1.0
396,972,3.0,42.0,1.0
397,254,3.0,1.0,1.0
397,337,3.0,2.0,1.0
397,404,5.0,2.0,1.0
397,562,3.0,0.0,1.0
397,588,10.0,24.0,1.0
398,548,8.0,324.0,1.0
398,638,5.0,36.0,1.0
398,688,1.0,36.0,1.0
398,714,4.0,48.0,1.0
398,754,7.0,548.0,1.0
398,949,10.0,433.0,1.0
399,44,2.0,36.0,1.0
399,451,6.0,559.0,1.0
399,520,10.0,451.0,1.0
399,707,1.0,18.0,1.0
399,830,3.0,18.0,1.0
399,835,4.0,48.0,1.0
400,136,9.0,231.0,1.0
400,155,7.0,116.0,1.0
400,420,2.0,5.0,1.0
400,504,2.0,8.0,1.0
400,680,1.0,4.0,1.0
400,712,1.0,1.0,1.0
401,220,3.0,7.0,1.0
401,315,9.0,165.0,1.0
401,624,5.0,13.0,1.0
401,795,5.0,7.0,1.0
401,845,2.0,11.0,1.0
401,848,10.0,246.0,1.0
402,108,8.0,151.0,1.0
402,489,6.0,273.0,1.0
402,646,3.0,4.0,1.0
402,790,2.0,3.0,1.0
402,847,9.0,23.0,1.0
402,871,1.0,7.0,1.0
402,897,2.0,2.0,1.0
403,116,5.0,4.0,1.0
403,140,1.0,5.0,1.0
403,155,5.0,142.0,1.0
403,572,2.0,2.0,1.0
403,871,3.0,8.0,1.0
404,337,7.0,22.0,1.0
404,397,5.0,2.0,1.0
404,462,3.0,1.0,1.0
404,1014,5.0,21.0,1.0
405,143,9.0,50.0,1.0
405,207,4.0,2.0,1.0
405,218,8.0,87.0,1.0
405,297,4.0,1.0,1.0
405,349,3.0,2.0,1.0
405,534,9.0,33.0,1.0
405,960,8.0,81.0,1.0
406,55,6.0,71.0,1.0
406,138,7.0,199.0,1.0
406,156,1.0,11.0,1.0
406,446,1.0,17.0,1.0
406,481,3.0,7.0,1.0
406,565,2.0,13.0,1.0
407,57,2.0,8.0,1.0
407,110,5.0,7.0,1.0
407,477,7.0,82.0,1.0
407,641,3.0,8.0,1.0
407,883,2.0,8.0,1.0
407,902,6.0,80.0,1.0
408,184,3.0,8.0,1.0
408,423,10.0,150.0,1.0
408,593,3.0,5.0,1.0
408,687,10.0,226.0,1.0
408,702,3.0,6.0,1.0
408,793,10.0,112.0,1.0
408,887,9.0,10.0,1.0
408,933,1.0,7.0,1.0
409,144,4.0,6.0,1.0
409,299,3.0,3.0,1.0
409,465,3.0,1.0,1.0
409,932,5.0,116.0,1.0
409,1006,7.0,124.0,1.0
410,427,5.0,8.0,1.0
410,527,6.0,361.0,1.0
410,536,5.0,287.0,1.0
410,645,6.0,414.0,1.0
410,848,5.0,11.0,1.0
410,869,3.0,16.0,1.0
411,135,4.0,9.0,1.0
411,165,4.0,3.0,1.0
411,299,7.0,152.0,1.0
411,784,4.0,12.0,1.0
411,851,4.0,7.0,1.0
411,912,7.0,322.0,1.0
412,40,4.0,4.0,1.0
412,55,8.0,133.0,1.0
412,113,1.0,7.0,1.0
412,156,4.0,9.0,1.0
412,470,3.0,11.0,1.0
413,123,5.0,5.0,1.0
413,227,8.0,63.0,1.0
413,288,1.0,1.0,1.0
413,546,4.0,6.0,1.0
413,939,1.0,6.0,1.0
413,995,5.0,80.0,1.0
414,27,17.0,242.0,1.0
414,67,19.0,334.0,1.0
414,79,8.0,12.0,1.0
414,187,4.0,2.0,1.0
414,479,3.0,1.0,1.0
414,587,5.0,90.0,1.0
414,722,10.0,269.0,1.0
414,738,10.0,30.0,1.0
414,759,3.0,2.0,1.0
415,37,1.0,1.0,1.0
415,107,5.0,4.0,1.0
415,373,2.0,11.0,1.0
415,723,2.0,1.0,1.0
415,857,10.0,94.0,1.0
416,158,4.0,9.0,1.0
416,179,2.0,8.0,1.0
416,434,10.0,145.0,1.0
416,582,6.0,74.0,1.0
416,625,4.0,5.0,1.0
416,647,5.0,130.0,1.0
417,132,2.0,8.0,1.0
417,284,3.0,2.0,1.0
417,420,3.0,5.0,1.0
417,471,7.0,134.0,1.0
417,654,9.0,104.0,1.0
417,859,7.0,138.0,1.0
417,871,3.0,4.0,1.0
418,71,3.0,9.0,1.0
418,344,7.0,103.0,1.0
418,352,3.0,7.0,1.0
418,467,5.0,10.0,1.0
418,844,10.0,144.0,1.0
418,873,4.0,1.0,1.0
419,98,5.0,5.0,1.0
419,253,1.0,8.0,1.0
419,343,10.0,199.0,1.0
419,445,5.0,7.0,1.0
419,699,1.0,7.0,1.0
419,982,10.0,164.0,1.0
420,253,10.0,150.0,1.0
420,400,2.0,5.0,1.0
420,417,3.0,5.0,1.0
420,652,2.0,2.0,1.0
420,680,5.0,144.0,1.0
420,790,6.0,212.0,1.0
420,893,4.0,5.0,1.0
421,56,9.0,535.0,1.0
421,195,2.0,42.0,1.0
421,317,1.0,48.0,1.0
421,539,10.0,472.0,1.0
421,595,1.0,6.0,1.0
421,781,1.0,42.0,1.0
422,143,1.0,1.0,1.0
422,207,9.0,37.0,1.0
422,350,1.0,2.0,1.0
422,474,3.0,3.0,1.0
422,561,4.0,2.0,1.0
422,648,9.0,12.0,1.0
422,989,7.0,42.0,1.0
423,334,1.0,7.0,1.0
423,408,10.0,150.0,1.0
423,866,1.0,2.0,1.0
423,920,5.0,9.0,1.0
423,1002,4.0,3.0,1.0
424,289,3.0,5.0,1.0
424,302,10.0,230.0,1.0
424,484,7.0,498.0,1.0
424,556,2.0,5.0,1.0
424,923,5.0,16.0,1.0
424,953,1.0,11.0,1.0
425,63,5.0,149.0,1.0
425,359,5.0,64.0,1.0
425,363,2.0,6.0,1.0
425,599,4.0,2.0,1.0
425,719,1.0,3.0,1.0
425,986,3.0,2.0,1.0
426,111,8.0,65.0,1.0
426,181,9.0,17.0,1.0
426,518,1.0,2.0,1.0
426,705,2.0,11.0,1.0
426,746,5.0,3.0,1.0
427,371,5.0,15.0,1.0
427,410,5.0,8.0,1.0
427,990,2.0,10.0,1.0
427,1004,7.0,259.0,1.0
428,132,2.0,2.0,1.0
428,309,3.0,2.0,1.0
428,654,3.0,4.0,1.0
428,682,5.0,8.0,1.0
428,712,6.0,225.0,1.0
429,72,5.0,6.0,1.0
429,328,7.0,206.0,1.0
429,590,4.0,4.0,1.0
429,888,5.0,2.0,1.0
429,890,3.0,5.0,1.0
429,903,9.0,238.0,1.0
430,294,1.0,9.0,1.0
430,478,10.0,282.0,1.0
430,502,4.0,12.0,1.0
430,558,1.0,9.0,1.0
430,825,9.0,256.0,1.0
430,944,1.0,13.0,1.0
431,28,5.0,8.0,1.0
431,92,5.0,4.0,1.0
431,264,9.0,243.0,1.0
431,314,7.0,321.0,1.0
431,450,1.0,5.0,1.0
431,529,4.0,6.0,1.0
432,270,2.0,7.0,1.0
432,353,3.0,16.0,1.0
432,436,10.0,292.0,1.0
432,988,3.0,16.0,1.0
433,158,7.0,64.0,1.0
433,346,3.0,8.0,1.0
433,477,1.0,9.0,1.0
433,540,5.0,4.0,1.0
433,641,4.0,9.0,1.0
434,416,10.0,145.0,1.0
434,477,3.0,1.0,1.0
434,614,9.0,70.0,1.0
434,919,4.0,6.0,1.0
434,1008,5.0,160.0,1.0
435,105,4.0,12.0,1.0
435,188,5.0,96.0,1.0
435,231,3.0,10.0,1.0
435,370,4.0,6.0,1.0
435,607,8.0,311.0,1.0
435,685,4.0,13.0,1.0
436,97,5.0,503.0,1.0
436,141,3.0,16.0,1.0
436,432,10.0,292.0,1.0
436,543,3.0,15.0,1.0
436,651,5.0,304.0,1.0
436,816,3.0,7.0,1.0
437,27,5.0,7.0,1.0
437,266,6.0,186.0,1.0
437,804,8.0,74.0,1.0
437,985,4.0,8.0,1.0
438,183,5.0,2.0,1.0
438,267,5.0,1.0,1.0
438,814,4.0,2.0,1.0
438,880,7.0,47.0,1.0
438,903,20.0,158.0,1.0
438,1007,7.0,37.0,1.0
439,192,2.0,5.0,1.0
439,386,5.0,7.0,1.0
439,762,1.0,10.0,1.0
439,815,7.0,155.0,1.0
439,848,1.0,2.0,1.0
440,126,4.0,7.0,1.0
440,212,5.0,6.0,1.0
440,621,10.0,125.0,1.0
440,828,2.0,1.0,1.0
440,894,3.0,7.0,1.0
441,176,5.0,4.0,1.0
441,703,4.0,8.0,1.0
441,724,8.0,47.0,1.0
441,870,2.0,7.0,1.0
441,875,8.0,51.0,1.0
441,945,3.0,1.0,1.0
442,21,10.0,96.0,1.0
442,391,5.0,92.0,1.0
442,461,5.0,102.0,1.0
442,466,19.0,245.0,1.0
442,503,1.0,4.0,1.0
442,516,7.0,63.0,1.0
442,592,1.0,1.0,1.0
442,624,12.0,187.0,1.0
443,21,5.0,10.0,1.0
443,216,3.0,8.0,1.0
443,518,2.0,8.0,1.0
443,705,8.0,104.0,1.0
443,746,4.0,7.0,1.0
444,79,4.0,1.0,1.0
444,252,4.0,2.0,1.0
444,310,2.0,3.0,1.0
444,524,6.0,44.0,1.0
444,886,10.0,152.0,1.0
445,134,1.0,5.0,1.0
445,419,5.0,7.0,1.0
445,538,4.0,2.0,1.0
445,609,10.0,133.0,1.0
445,884,1.0,6.0,1.0
445,897,5.0,271.0,1.0
446,235,4.0,11.0,1.0
446,375,8.0,281.0,1.0
446,406,1.0,17.0,1.0
446,612,1.0,9.0,1.0
446,885,5.0,6.0,1.0
447,388,4.0,15.0,1.0
447,465,5.0,291.0,1.0
447,478,2.0,7.0,1.0
447,784,5.0,6.0,1.0
447,996,4.0,4.0,1.0
448,302,5.0,8.0,1.0
448,371,5.0,261.0,1.0
448,536,4.0,16.0,1.0
448,743,6.0,181.0,1.0
448,788,3.0,7.0,1.0
448,808,1.0,10.0,1.0
449,69,5.0,210.0,1.0
449,123,4.0,6.0,1.0
449,257,7.0,370.0,1.0
449,354,3.0,2.0,1.0
449,356,3.0,2.0,1.0
449,368,5.0,220.0,1.0
449,604,1.0,6.0,1.0
450,214,3.0,3.0,1.0
450,237,9.0,321.0,1.0
450,431,1.0,5.0,1.0
450,460,3.0,1.0,1.0
450,495,8.0,17.0,1.0
451,77,3.0,60.0,1.0
451,399,6.0,559.0,1.0
451,688,4.0,6.0,1.0
451,767,5.0,12.0,1.0
451,993,1.0,12.0,1.0
451,1005,7.0,465.0,1.0
452,32,5.0,82.0,1.0
452,147,3.0,7.0,1.0
452,636,5.0,5.0,1.0
452,703,9.0,45.0,1.0
452,724,4.0,3.0,1.0
452,1009,3.0,1.0,1.0
453,25,9.0,77.0,1.0
453,106,5.0,2.0,1.0
453,175,5.0,1.0,1.0
453,194,5.0,1.0,1.0
453,535,10.0,88.0,1.0
453,783,4.0,6.0,1.0
454,91,4.0,7.0,1.0
454,152,1.0,2.0,1.0
454,170,5.0,202.0,1.0
454,279,1.0,13.0,1.0
454,808,4.0,15.0,1.0
455,75,10.0,603.0,1.0
455,195,3.0,54.0,1.0
455,500,8.0,407.0,1.0
455,730,9.0,443.0,1.0
455,742,4.0,24.0,1.0
455,805,5.0,24.0,1.0
455,941,3.0,36.0,1.0
456,119,2.0,3.0,1.0
456,457,4.0,10.0,1.0
456,660,5.0,213.0,1.0
456,685,2.0,13.0,1.0
456,733,4.0,1.0,1.0
456,867,8.0,188.0,1.0
457,231,2.0,4.0,1.0
457,303,6.0,168.0,1.0
457,456,4.0,10.0,1.0
457,806,7.0,194.0,1.0
458,103,2.0,6.0,1.0
458,257,5.0,6.0,1.0
458,356,6.0,215.0,1.0
458,466,1.0,6.0,1.0
458,492,3.0,2.0,1.0
458,841,6.0,121.0,1.0
459,229,1.0,3.0,1.0
459,529,7.0,234.0,1.0
459,603,7.0,286.0,1.0
459,622,14.0,225.0,1.0
459,942,5.0,6.0,1.0
460,184,8.0,102.0,1.0
460,214,3.0,1.0,1.0
460,264,4.0,1.0,1.0
460,348,10.0,183.0,1.0
460,450,3.0,1.0,1.0
460,642,5.0,5.0,1.0
461,59,6.0,66.0,1.0
461,204,5.0,2.0,1.0
461,442,5.0,102.0,1.0
461,619,3.0,2.0,1.0
461,637,3.0,4.0,1.0
461,692,4.0,4.0,1.0
462,131,9.0,12.0,1.0
462,225,10.0,153.0,1.0
462,254,8.0,17.0,1.0
462,337,7.0,20.0,1.0
462,404,3.0,1.0,1.0
462,463,2.0,1.0,1.0
462,656,15.0,261.0,1.0
463,108,9.0,22.0,1.0
463,225,7.0,34.0,1.0
463,254,3.0,1.0,1.0
463,462,2.0,1.0,1.0
463,562,9.0,25.0,1.0
464,521,3.0,1.0,1.0
464,523,9.0,189.0,1.0
464,704,1.0,1.0,1.0
464,745,15.0,196.0,1.0
464,818,7.0,98.0,1.0
464,1001,4.0,4.0,1.0
465,38,1.0,3.0,1.0
465,139,3.0,6.0,1.0
465,409,3.0,1.0,1.0
465,447,5.0,291.0,1.0
465,531,2.0,15.0,1.0
465,844,6.0,118.0,1.0
466,103,5.0,4.0,1.0
466,117,10.0,267.0,1.0
466,368,5.0,147.0,1.0
466,387,1.0,2.0,1.0
466,442,19.0,245.0,1.0
466,458,1.0,6.0,1.0
466,470,20.0,261.0,1.0
466,546,7.0,156.0,1.0
466,770,1.0,1.0,1.0
466,771,8.0,122.0,1.0
